statement,label,statement_rephrased,statement1,label1,city1,country1,correct_country1,statement2,label2,city2,country2,correct_country2
It is the case both that the city of Algiers is in China and that the city of Al Fayyum is in Egypt.,0,"It is true that the city known as Algiers is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Al Fayyum is situated within the national borders of the country known as Egypt.",The city of Algiers is in China.,0,Algiers,China,Algeria,The city of Al Fayyum is in Egypt.,1,Al Fayyum,Egypt,Egypt
It is the case both that the city of Tanggu is in Japan and that the city of Hebi is in China.,0,"It is true that the city known as Tanggu is geographically located within the territorial boundaries of the country called Japan, and simultaneously, it is also the case that the city identified as Hebi is situated within the national borders of the country known as China.",The city of Tanggu is in Japan.,0,Tanggu,Japan,China,The city of Hebi is in China.,1,Hebi,China,China
It is the case both that the city of Sargodha is in India and that the city of Kemerovo is in Russia.,0,"It is true that the city known as Sargodha is geographically located within the territorial boundaries of the country called India, and simultaneously, it is also the case that the city identified as Kemerovo is situated within the national borders of the country known as Russia.",The city of Sargodha is in India.,0,Sargodha,India,Pakistan,The city of Kemerovo is in Russia.,1,Kemerovo,Russian Federation,Russian Federation
It is the case both that the city of Indianapolis is in Burundi and that the city of Eskisehir is in Turkey.,0,"It is true that the city known as Indianapolis is geographically located within the territorial boundaries of the country called Burundi, and simultaneously, it is also the case that the city identified as Eskisehir is situated within the national borders of the country known as Turkey.",The city of Indianapolis is in Burundi.,0,Indianapolis,Burundi,United States,The city of Eskisehir is in Turkey.,1,Eskisehir,Turkey,Turkey
It is the case both that the city of Ningbo is in Vietnam and that the city of Asuncion is in Paraguay.,0,"It is true that the city known as Ningbo is geographically located within the territorial boundaries of the country called Vietnam, and simultaneously, it is also the case that the city identified as Asuncion is situated within the national borders of the country known as Paraguay.",The city of Ningbo is in Vietnam.,0,Ningbo,Viet Nam,China,The city of Asuncion is in Paraguay.,1,Asuncion,Paraguay,Paraguay
It is the case both that the city of Mombasa is in Malaysia and that the city of Volgograd is in Russia.,0,"It is true that the city known as Mombasa is geographically located within the territorial boundaries of the country called Malaysia, and simultaneously, it is also the case that the city identified as Volgograd is situated within the national borders of the country known as Russia.",The city of Mombasa is in Malaysia.,0,Mombasa,Malaysia,Kenya,The city of Volgograd is in Russia.,1,Volgograd,Russian Federation,Russian Federation
It is the case both that the city of Bamako is in the Dominican Republic and that the city of Tomsk is in Russia.,0,"It is true that the city known as Bamako is geographically located within the territorial boundaries of the country called the Dominican Republic, and simultaneously, it is also the case that the city identified as Tomsk is situated within the national borders of the country known as Russia.",The city of Bamako is in the Dominican Republic.,0,Bamako,Dominican Republic,Mali,The city of Tomsk is in Russia.,1,Tomsk,Russian Federation,Russian Federation
It is the case both that the city of Zaporizhzhya is in the Democratic Republic of the Congo and that the city of Kryvyy Rih is in Ukraine.,0,"It is true that the city known as Zaporizhzhya is geographically located within the territorial boundaries of the country called the Democratic Republic of the Congo, and simultaneously, it is also the case that the city identified as Kryvyy Rih is situated within the national borders of the country known as Ukraine.",The city of Zaporizhzhya is in the Democratic Republic of the Congo.,0,Zaporizhzhya,"Congo, Democratic Republic of the",Ukraine,The city of Kryvyy Rih is in Ukraine.,1,Kryvyy Rih,Ukraine,Ukraine
It is the case both that the city of Kagoshima is in the United States and that the city of Yibin is in China.,0,"It is true that the city known as Kagoshima is geographically located within the territorial boundaries of the country called the United States, and simultaneously, it is also the case that the city identified as Yibin is situated within the national borders of the country known as China.",The city of Kagoshima is in the United States.,0,Kagoshima,United States,Japan,The city of Yibin is in China.,1,Yibin,China,China
It is the case both that the city of Kyoto is in China and that the city of Caloocan City is in the Philippines.,0,"It is true that the city known as Kyoto is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Caloocan City is situated within the national borders of the country known as the Philippines.",The city of Kyoto is in China.,0,Kyoto,China,Japan,The city of Caloocan City is in the Philippines.,1,Caloocan City,Philippines,Philippines
It is the case both that the city of Lanzhou is in Russia and that the city of Putian is in China.,0,"It is true that the city known as Lanzhou is geographically located within the territorial boundaries of the country called Russia, and simultaneously, it is also the case that the city identified as Putian is situated within the national borders of the country known as China.",The city of Lanzhou is in Russia.,0,Lanzhou,Russian Federation,China,The city of Putian is in China.,1,Putian,China,China
It is the case both that the city of Pontianak is in Algeria and that the city of Baotou is in China.,0,"It is true that the city known as Pontianak is geographically located within the territorial boundaries of the country called Algeria, and simultaneously, it is also the case that the city identified as Baotou is situated within the national borders of the country known as China.",The city of Pontianak is in Algeria.,0,Pontianak,Algeria,Indonesia,The city of Baotou is in China.,1,Baotou,China,China
It is the case both that the city of Eskisehir is in South Korea and that the city of Ibadan is in Nigeria.,0,"It is true that the city known as Eskisehir is geographically located within the territorial boundaries of the country called South Korea, and simultaneously, it is also the case that the city identified as Ibadan is situated within the national borders of the country known as Nigeria.",The city of Eskisehir is in South Korea.,0,Eskisehir,"Korea, Republic of",Turkey,The city of Ibadan is in Nigeria.,1,Ibadan,Nigeria,Nigeria
It is the case both that the city of Lusaka is in China and that the city of Rio de Janeiro is in Brazil.,0,"It is true that the city known as Lusaka is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Rio de Janeiro is situated within the national borders of the country known as Brazil.",The city of Lusaka is in China.,0,Lusaka,China,Zambia,The city of Rio de Janeiro is in Brazil.,1,Rio de Janeiro,Brazil,Brazil
It is the case both that the city of Bursa is in China and that the city of Florianopolis is in Brazil.,0,"It is true that the city known as Bursa is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Florianopolis is situated within the national borders of the country known as Brazil.",The city of Bursa is in China.,0,Bursa,China,Turkey,The city of Florianopolis is in Brazil.,1,Florianopolis,Brazil,Brazil
It is the case both that the city of Rahim Yar Khan is in Japan and that the city of Shangyu is in China.,0,"It is true that the city known as Rahim Yar Khan is geographically located within the territorial boundaries of the country called Japan, and simultaneously, it is also the case that the city identified as Shangyu is situated within the national borders of the country known as China.",The city of Rahim Yar Khan is in Japan.,0,Rahim Yar Khan,Japan,Pakistan,The city of Shangyu is in China.,1,Shangyu,China,China
It is the case both that the city of Anyang is in Australia and that the city of Chandigarh is in India.,0,"It is true that the city known as Anyang is geographically located within the territorial boundaries of the country called Australia, and simultaneously, it is also the case that the city identified as Chandigarh is situated within the national borders of the country known as India.",The city of Anyang is in Australia.,0,Anyang,Australia,China,The city of Chandigarh is in India.,1,Chandigarh,India,India
It is the case both that the city of Cape Town is in Indonesia and that the city of Kunshan is in China.,0,"It is true that the city known as Cape Town is geographically located within the territorial boundaries of the country called Indonesia, and simultaneously, it is also the case that the city identified as Kunshan is situated within the national borders of the country known as China.",The city of Cape Town is in Indonesia.,0,Cape Town,Indonesia,South Africa,The city of Kunshan is in China.,1,Kunshan,China,China
It is the case both that the city of Nagoya is in China and that the city of Panshan is in China.,0,"It is true that the city known as Nagoya is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Panshan is situated within the same national borders, meaning that both Nagoya and Panshan are cities that exist within the country of China.",The city of Nagoya is in China.,0,Nagoya,China,Japan,The city of Panshan is in China.,1,Panshan,China,China
It is the case both that the city of Anqing is in India and that the city of Qionghai is in China.,0,"It is true that the city known as Anqing is geographically located within the territorial boundaries of the country called India, and simultaneously, it is also the case that the city identified as Qionghai is situated within the national borders of the country known as China.",The city of Anqing is in India.,0,Anqing,India,China,The city of Qionghai is in China.,1,Qionghai,China,China
It is the case both that the city of Guntur is in Sweden and that the city of Aleppo is in Syria.,0,"It is true that the city known as Guntur is geographically located within the territorial boundaries of the country called Sweden, and simultaneously, it is also the case that the city identified as Aleppo is situated within the national borders of the country known as Syria.",The city of Guntur is in Sweden.,0,Guntur,Sweden,India,The city of Aleppo is in Syria.,1,Aleppo,Syrian Arab Republic,Syrian Arab Republic
It is the case both that the city of Chisinau is in Yemen and that the city of Saitama is in Japan.,0,"It is true that the city known as Chisinau is geographically located within the territorial boundaries of the country called Yemen, and simultaneously, it is also the case that the city identified as Saitama is situated within the national borders of the country known as Japan.",The city of Chisinau is in Yemen.,0,Chisinau,Yemen,"Moldova, Republic of",The city of Saitama is in Japan.,1,Saitama,Japan,Japan
It is the case both that the city of Okayama is in Mexico and that the city of Kirkuk is in Iraq.,0,"It is true that the city known as Okayama is geographically located within the territorial boundaries of the country called Mexico, and simultaneously, it is also the case that the city identified as Kirkuk is situated within the national borders of the country known as Iraq.",The city of Okayama is in Mexico.,0,Okayama,Mexico,Japan,The city of Kirkuk is in Iraq.,1,Kirkuk,Iraq,Iraq
It is the case both that the city of Kermanshah is in Iraq and that the city of Libreville is in Gabon.,0,"It is true that the city known as Kermanshah is geographically located within the territorial boundaries of the country called Iraq, and simultaneously, it is also the case that the city identified as Libreville is situated within the national borders of the country known as Gabon.",The city of Kermanshah is in Iraq.,0,Kermanshah,Iraq,"Iran, Islamic Rep. of",The city of Libreville is in Gabon.,1,Libreville,Gabon,Gabon
It is the case both that the city of Guatemala City is in South Africa and that the city of Izhevsk is in Russia.,0,"It is true that the city known as Guatemala City is geographically located within the territorial boundaries of the country called South Africa, and simultaneously, it is also the case that the city identified as Izhevsk is situated within the national borders of the country known as Russia.",The city of Guatemala City is in South Africa.,0,Guatemala City,South Africa,Guatemala,The city of Izhevsk is in Russia.,1,Izhevsk,Russian Federation,Russian Federation
It is the case both that the city of Omsk is in India and that the city of Bagcilar is in Turkey.,0,"It is true that the city known as Omsk is geographically located within the territorial boundaries of the country called India, and simultaneously, it is also the case that the city identified as Bagcilar is situated within the national borders of the country known as Turkey.",The city of Omsk is in India.,0,Omsk,India,Russian Federation,The city of Bagcilar is in Turkey.,1,Bagcilar,Turkey,Turkey
It is the case both that the city of Liupanshui is in Yemen and that the city of Sanmenxia is in China.,0,"It is true that the city known as Liupanshui is geographically located within the territorial boundaries of the country called Yemen, and simultaneously, it is also the case that the city identified as Sanmenxia is situated within the national borders of the country known as China.",The city of Liupanshui is in Yemen.,0,Liupanshui,Yemen,China,The city of Sanmenxia is in China.,1,Sanmenxia,China,China
It is the case both that the city of Ahmedabad is in Russia and that the city of Porto Velho is in Brazil.,0,"It is true that the city known as Ahmedabad is geographically located within the territorial boundaries of the country called Russia, and simultaneously, it is also the case that the city identified as Porto Velho is situated within the national borders of the country known as Brazil.",The city of Ahmedabad is in Russia.,0,Ahmedabad,Russian Federation,India,The city of Porto Velho is in Brazil.,1,Porto Velho,Brazil,Brazil
It is the case both that the city of Bagcilar is in Brazil and that the city of Ya'an is in China.,0,"It is true that the city known as Bagcilar is geographically located within the territorial boundaries of the country called Brazil, and simultaneously, it is also the case that the city identified as Ya'an is situated within the national borders of the country known as China.",The city of Bagcilar is in Brazil.,0,Bagcilar,Brazil,Turkey,The city of Ya'an is in China.,1,Ya'an,China,China
It is the case both that the city of Kaifeng is in Cameroon and that the city of Cuiaba is in Brazil.,0,"It is true that the city known as Kaifeng is geographically situated within the territorial boundaries of the country called Cameroon, and simultaneously, it is also the case that the city identified as Cuiaba is located within the national borders of the country known as Brazil.",The city of Kaifeng is in Cameroon.,0,Kaifeng,Cameroon,China,The city of Cuiaba is in Brazil.,1,Cuiaba,Brazil,Brazil
It is the case both that the city of Maiduguri is in Belgium and that the city of Dar es Salaam is in Tanzania.,0,"It is true that the city known as Maiduguri is geographically located within the territorial boundaries of the country called Belgium, and simultaneously, it is also the case that the city identified as Dar es Salaam is situated within the national borders of the country known as Tanzania, meaning that Maiduguri is a city that exists within the country of Belgium, while Dar es Salaam is a city that exists within the country of Tanzania.",The city of Maiduguri is in Belgium.,0,Maiduguri,Belgium,Nigeria,The city of Dar es Salaam is in Tanzania.,1,Dar es Salaam,"Tanzania, United Republic of","Tanzania, United Republic of"
It is the case both that the city of Ajmer is in Saudi Arabia and that the city of Cangzhou is in China.,0,"It is true that the city known as Ajmer is geographically located within the territorial boundaries of the country called Saudi Arabia, and simultaneously, it is also the case that the city identified as Cangzhou is situated within the national borders of the country known as China.",The city of Ajmer is in Saudi Arabia.,0,Ajmer,Saudi Arabia,India,The city of Cangzhou is in China.,1,Cangzhou,China,China
It is the case both that the city of Najafgarh is in China and that the city of Cimahi is in Indonesia.,0,"It is true that the city known as Najafgarh is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Cimahi is situated within the national borders of the country known as Indonesia.",The city of Najafgarh is in China.,0,Najafgarh,China,India,The city of Cimahi is in Indonesia.,1,Cimahi,Indonesia,Indonesia
It is the case both that the city of Nasiriyah is in Mexico and that the city of Shijiazhuang is in China.,0,"It is true that the city known as Nasiriyah is geographically located within the territorial boundaries of the country called Mexico, and simultaneously, it is also the case that the city identified as Shijiazhuang is situated within the national borders of the country known as China.",The city of Nasiriyah is in Mexico.,0,Nasiriyah,Mexico,Iraq,The city of Shijiazhuang is in China.,1,Shijiazhuang,China,China
It is the case both that the city of Xiaogan is in the Philippines and that the city of Kuantan is in Malaysia.,0,"It is true that the city known as Xiaogan is geographically located within the territorial boundaries of the country called the Philippines, and simultaneously, it is also the case that the city identified as Kuantan is situated within the national borders of the country known as Malaysia.",The city of Xiaogan is in the Philippines.,0,Xiaogan,Philippines,China,The city of Kuantan is in Malaysia.,1,Kuantan,Malaysia,Malaysia
It is the case both that the city of Tlalpan is in China and that the city of General Santos is in the Philippines.,0,"It is true that the city known as Tlalpan is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as General Santos is situated within the national borders of the country known as the Philippines.",The city of Tlalpan is in China.,0,Tlalpan,China,Mexico,The city of General Santos is in the Philippines.,1,General Santos,Philippines,Philippines
It is the case both that the city of Bandar Lampung is in China and that the city of Hanoi is in Vietnam.,0,"It is true that the city known as Bandar Lampung is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also a fact that the city identified as Hanoi is situated within the national borders of the country known as Vietnam.",The city of Bandar Lampung is in China.,0,Bandar Lampung,China,Indonesia,The city of Hanoi is in Vietnam.,1,Hanoi,Viet Nam,Viet Nam
It is the case both that the city of Baghdad is in Malaysia and that the city of Dubai is in the United Arab Emirates.,0,"It is true that the city known as Baghdad is geographically located within the territorial boundaries of the country called Malaysia, and simultaneously, it is also the case that the city identified as Dubai is situated within the national borders of the country known as the United Arab Emirates.",The city of Baghdad is in Malaysia.,0,Baghdad,Malaysia,Iraq,The city of Dubai is in the United Arab Emirates.,1,Dubai,United Arab Emirates,United Arab Emirates
It is the case both that the city of Serang is in Bosnia and Herzegovina and that the city of Sokoto is in Nigeria.,0,"It is true that the city known as Serang is geographically situated within the territorial boundaries of the country referred to as Bosnia and Herzegovina, and simultaneously, it is also the case that the city identified as Sokoto is located within the national borders of the country known as Nigeria.",The city of Serang is in Bosnia and Herzegovina.,0,Serang,Bosnia and Herzegovina,Indonesia,The city of Sokoto is in Nigeria.,1,Sokoto,Nigeria,Nigeria
It is the case both that the city of Jos is in India and that the city of Frankfurt am Main is in Germany.,0,"It is true that the city known as Jos is geographically located within the territorial boundaries of the country called India, and simultaneously, it is also the case that the city identified as Frankfurt am Main is situated within the national borders of the country known as Germany.",The city of Jos is in India.,0,Jos,India,Nigeria,The city of Frankfurt am Main is in Germany.,1,Frankfurt am Main,Germany,Germany
It is the case both that the city of Xiangtan is in Brazil and that the city of Tangshan is in China.,0,"It is true that the city known as Xiangtan is geographically located within the territorial boundaries of the country called Brazil, and simultaneously, it is also the case that the city identified as Tangshan is situated within the national borders of the country known as China.",The city of Xiangtan is in Brazil.,0,Xiangtan,Brazil,China,The city of Tangshan is in China.,1,Tangshan,China,China
It is the case both that the city of Ar Raqqah is in China and that the city of Shubra al Khaymah is in Egypt.,0,"It is true that the city known as Ar Raqqah is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Shubra al Khaymah is situated within the national borders of the country known as Egypt.",The city of Ar Raqqah is in China.,0,Ar Raqqah,China,Syrian Arab Republic,The city of Shubra al Khaymah is in Egypt.,1,Shubra al Khaymah,Egypt,Egypt
It is the case both that the city of Tashkent is in South Korea and that the city of Zahedan is in Iran.,0,"It is true that the city known as Tashkent is geographically located within the territorial boundaries of the country called South Korea, and simultaneously, it is also the case that the city identified as Zahedan is situated within the national borders of the country known as Iran.",The city of Tashkent is in South Korea.,0,Tashkent,"Korea, Republic of",Uzbekistan,The city of Zahedan is in Iran.,1,Zahedan,"Iran, Islamic Rep. of","Iran, Islamic Rep. of"
It is the case both that the city of Vladivostok is in China and that the city of Sulaymaniyah is in Iraq.,0,"It is true that the city known as Vladivostok is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Sulaymaniyah is situated within the national borders of the country known as Iraq.",The city of Vladivostok is in China.,0,Vladivostok,China,Russian Federation,The city of Sulaymaniyah is in Iraq.,1,Sulaymaniyah,Iraq,Iraq
It is the case both that the city of Khartoum is in China and that the city of Yekaterinburg is in Russia.,0,"It is true that the city known as Khartoum is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Yekaterinburg is situated within the national borders of the country known as Russia.",The city of Khartoum is in China.,0,Khartoum,China,"Sudan, The Republic of",The city of Yekaterinburg is in Russia.,1,Yekaterinburg,Russian Federation,Russian Federation
It is the case both that the city of Yingkou is in Brazil and that the city of Santiago de Cuba is in Cuba.,0,"It is true that the city known as Yingkou is geographically located within the territorial boundaries of the country called Brazil, and simultaneously, it is also the case that the city identified as Santiago de Cuba is situated within the national borders of the country known as Cuba.",The city of Yingkou is in Brazil.,0,Yingkou,Brazil,China,The city of Santiago de Cuba is in Cuba.,1,Santiago de Cuba,Cuba,Cuba
It is the case both that the city of Ziyang is in Indonesia and that the city of Coimbatore is in India.,0,"It is true that the city known as Ziyang is geographically located within the territorial boundaries of the country called Indonesia, and simultaneously, it is also the case that the city identified as Coimbatore is situated within the national borders of the country known as India.",The city of Ziyang is in Indonesia.,0,Ziyang,Indonesia,China,The city of Coimbatore is in India.,1,Coimbatore,India,India
It is the case both that the city of Abuja is in Russia and that the city of Shenzhen is in China.,0,"It is true that the city known as Abuja is geographically located within the territorial boundaries of the country called Russia, and simultaneously, it is also the case that the city identified as Shenzhen is situated within the national borders of the country known as China.",The city of Abuja is in Russia.,0,Abuja,Russian Federation,Nigeria,The city of Shenzhen is in China.,1,Shenzhen,China,China
It is the case both that the city of Ipoh is in Pakistan and that the city of Kyoto is in Japan.,0,"It is true that the city known as Ipoh is geographically located within the territorial boundaries of the country called Pakistan, and simultaneously, it is also the case that the city identified as Kyoto is situated within the national borders of the country known as Japan.",The city of Ipoh is in Pakistan.,0,Ipoh,Pakistan,Malaysia,The city of Kyoto is in Japan.,1,Kyoto,Japan,Japan
It is the case both that the city of Dandong is in India and that the city of Hegang is in China.,0,"It is true that the city known as Dandong is geographically located within the territorial boundaries of the country called India, and simultaneously, it is also the case that the city identified as Hegang is situated within the national borders of the country known as China.",The city of Dandong is in India.,0,Dandong,India,China,The city of Hegang is in China.,1,Hegang,China,China
It is the case both that the city of Wenzhou is in Mauritania and that the city of Giza is in Egypt.,0,"It is true that the city known as Wenzhou is geographically located within the territorial boundaries of the country called Mauritania, and simultaneously, it is also the case that the city identified as Giza is situated within the national borders of the country known as Egypt.",The city of Wenzhou is in Mauritania.,0,Wenzhou,Mauritania,China,The city of Giza is in Egypt.,1,Giza,Egypt,Egypt
It is the case both that the city of Las Pinas is in China and that the city of Weifang is in China.,0,"It is true that the city known as Las Pinas is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Weifang is situated within the same national borders, meaning that both Las Pinas and Weifang are cities that exist within the country of China.",The city of Las Pinas is in China.,0,Las Pinas,China,Philippines,The city of Weifang is in China.,1,Weifang,China,China
It is the case both that the city of Santo Domingo Oeste is in Poland and that the city of Bekasi is in Indonesia.,0,"It is true that the city known as Santo Domingo Oeste is geographically located within the territorial boundaries of the country called Poland, and simultaneously, it is also the case that the city identified as Bekasi is situated within the national borders of the country known as Indonesia.",The city of Santo Domingo Oeste is in Poland.,0,Santo Domingo Oeste,Poland,Dominican Republic,The city of Bekasi is in Indonesia.,1,Bekasi,Indonesia,Indonesia
It is the case both that the city of Quzhou is in Russia and that the city of Soweto is in South Africa.,0,"It is true that the city known as Quzhou is geographically located within the territorial boundaries of the country called Russia, and simultaneously, it is also the case that the city identified as Soweto is situated within the national borders of the country known as South Africa.",The city of Quzhou is in Russia.,0,Quzhou,Russian Federation,China,The city of Soweto is in South Africa.,1,Soweto,South Africa,South Africa
It is the case both that the city of Wuhan is in India and that the city of Yerevan is in Armenia.,0,"It is true that the city known as Wuhan is geographically located within the territorial boundaries of the country called India, and simultaneously, it is also the case that the city identified as Yerevan is situated within the national borders of the country known as Armenia.",The city of Wuhan is in India.,0,Wuhan,India,China,The city of Yerevan is in Armenia.,1,Yerevan,Armenia,Armenia
It is the case both that the city of Shaoguan is in Lebanon and that the city of Detroit is in the United States.,0,"It is true that the city known as Shaoguan is geographically located within the territorial boundaries of the country called Lebanon, and simultaneously, it is also the case that the city identified as Detroit is situated within the national borders of the country known as the United States.",The city of Shaoguan is in Lebanon.,0,Shaoguan,Lebanon,China,The city of Detroit is in the United States.,1,Detroit,United States,United States
It is the case both that the city of Kathmandu is in Iran and that the city of Kotli is in Pakistan.,0,"It is true that the city known as Kathmandu is geographically located within the territorial boundaries of the country called Iran, and simultaneously, it is also the case that the city identified as Kotli is situated within the national borders of the country known as Pakistan.",The city of Kathmandu is in Iran.,0,Kathmandu,"Iran, Islamic Rep. of",Nepal,The city of Kotli is in Pakistan.,1,Kotli,Pakistan,Pakistan
It is the case both that the city of Nowrangapur is in Brazil and that the city of Barranquilla is in Colombia.,0,"It is true that the city known as Nowrangapur is geographically located within the territorial boundaries of the country called Brazil, and simultaneously, it is also the case that the city identified as Barranquilla is situated within the national borders of the country known as Colombia.",The city of Nowrangapur is in Brazil.,0,Nowrangapur,Brazil,India,The city of Barranquilla is in Colombia.,1,Barranquilla,Colombia,Colombia
It is the case both that the city of Casablanca is in Poland and that the city of Xining is in China.,0,"It is true that the city known as Casablanca is geographically located within the territorial boundaries of the country called Poland, and simultaneously, it is also the case that the city identified as Xining is situated within the national borders of the country known as China.",The city of Casablanca is in Poland.,0,Casablanca,Poland,Morocco,The city of Xining is in China.,1,Xining,China,China
It is the case both that the city of Kawaguchi is in Mexico and that the city of Duque de Caxias is in Brazil.,0,"It is true that the city known as Kawaguchi is geographically located within the territorial boundaries of the country called Mexico, and simultaneously, it is also the case that the city identified as Duque de Caxias is situated within the national borders of the country known as Brazil.",The city of Kawaguchi is in Mexico.,0,Kawaguchi,Mexico,Japan,The city of Duque de Caxias is in Brazil.,1,Duque de Caxias,Brazil,Brazil
It is the case both that the city of Xingtai is in Turkey and that the city of Orumiyeh is in Iran.,0,"It is true that the city known as Xingtai is geographically located within the territorial boundaries of the country called Turkey, and simultaneously, it is also the case that the city identified as Orumiyeh is situated within the national borders of the country known as Iran.",The city of Xingtai is in Turkey.,0,Xingtai,Turkey,China,The city of Orumiyeh is in Iran.,1,Orumiyeh,"Iran, Islamic Rep. of","Iran, Islamic Rep. of"
It is the case both that the city of Ibadan is in China and that the city of Homyel' is in Belarus.,0,"It is true that the city known as Ibadan is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Homyel' is situated within the national borders of the country known as Belarus.",The city of Ibadan is in China.,0,Ibadan,China,Nigeria,The city of Homyel' is in Belarus.,1,Homyel',Belarus,Belarus
It is the case both that the city of Mumbai is in Nigeria and that the city of Chengdu is in China.,0,"It is true that the city known as Mumbai is geographically located within the territorial boundaries of the country called Nigeria, and simultaneously, it is also the case that the city identified as Chengdu is situated within the national borders of the country known as China.",The city of Mumbai is in Nigeria.,0,Mumbai,Nigeria,India,The city of Chengdu is in China.,1,Chengdu,China,China
It is the case both that the city of Poznan is in Russia and that the city of Warri is in Nigeria.,0,"It is true that the city known as Poznan is geographically located within the territorial boundaries of the country called Russia, and simultaneously, it is also the case that the city identified as Warri is situated within the national borders of the country known as Nigeria.",The city of Poznan is in Russia.,0,Poznan,Russian Federation,Poland,The city of Warri is in Nigeria.,1,Warri,Nigeria,Nigeria
It is the case both that the city of Agadir is in Japan and that the city of Chiclayo is in Peru.,0,"It is true that the city known as Agadir is geographically located within the territorial boundaries of the country called Japan, and simultaneously, it is also the case that the city identified as Chiclayo is situated within the national borders of the country known as Peru.",The city of Agadir is in Japan.,0,Agadir,Japan,Morocco,The city of Chiclayo is in Peru.,1,Chiclayo,Peru,Peru
It is the case both that the city of Lusaka is in China and that the city of Homyel' is in Belarus.,0,"It is true that the city known as Lusaka is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Homyel' is situated within the national borders of the country known as Belarus.",The city of Lusaka is in China.,0,Lusaka,China,Zambia,The city of Homyel' is in Belarus.,1,Homyel',Belarus,Belarus
It is the case both that the city of Xiaogan is in the Philippines and that the city of Bhavnagar is in India.,0,"It is true that the city known as Xiaogan is geographically situated within the territorial boundaries of the country called the Philippines, and simultaneously, it is also the case that the city identified as Bhavnagar is located within the national borders of the country known as India.",The city of Xiaogan is in the Philippines.,0,Xiaogan,Philippines,China,The city of Bhavnagar is in India.,1,Bhavnagar,India,India
It is the case both that the city of Mbuji-Mayi is in Ukraine and that the city of Xinyang is in China.,0,"It is true that the city known as Mbuji-Mayi is geographically located within the territorial boundaries of the country called Ukraine, and simultaneously, it is also the case that the city identified as Xinyang is situated within the national borders of the country known as China.",The city of Mbuji-Mayi is in Ukraine.,0,Mbuji-Mayi,Ukraine,"Congo, Democratic Republic of the",The city of Xinyang is in China.,1,Xinyang,China,China
It is the case both that the city of Kalyan is in Iraq and that the city of Jalandhar is in India.,0,"It is true that the city known as Kalyan is geographically located within the territorial boundaries of the country called Iraq, and simultaneously, it is also the case that the city identified as Jalandhar is situated within the national borders of the country known as India.",The city of Kalyan is in Iraq.,0,Kalyan,Iraq,India,The city of Jalandhar is in India.,1,Jalandhar,India,India
It is the case both that the city of Dubai is in China and that the city of Stockholm is in Sweden.,0,"It is true that the city known as Dubai is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Stockholm is situated within the national borders of the country known as Sweden.",The city of Dubai is in China.,0,Dubai,China,United Arab Emirates,The city of Stockholm is in Sweden.,1,Stockholm,Sweden,Sweden
It is the case both that the city of Agadir is in Japan and that the city of Jilin is in China.,0,"It is true that the city known as Agadir is geographically located within the territorial boundaries of the country called Japan, and simultaneously, it is also the case that the city identified as Jilin is situated within the national borders of the country known as China.",The city of Agadir is in Japan.,0,Agadir,Japan,Morocco,The city of Jilin is in China.,1,Jilin,China,China
It is the case both that the city of Ha'il is in Venezuela and that the city of Navi Mumbai is in India.,0,"It is true that the city known as Ha'il is geographically situated within the territorial boundaries of the country called Venezuela, and simultaneously, it is also the case that the city identified as Navi Mumbai is located within the national borders of the country known as India.",The city of Ha'il is in Venezuela.,0,Ha'il,"Venezuela, Bolivarian Rep. of",Saudi Arabia,The city of Navi Mumbai is in India.,1,Navi Mumbai,India,India
It is the case both that the city of Tashkent is in South Korea and that the city of Marrakesh is in Morocco.,0,"It is true that the city known as Tashkent is geographically located within the territorial boundaries of the country called South Korea, and simultaneously, it is also the case that the city identified as Marrakesh is situated within the national borders of the country known as Morocco, meaning that Tashkent is a city that exists within the country of South Korea, while Marrakesh is a city that exists within the country of Morocco.",The city of Tashkent is in South Korea.,0,Tashkent,"Korea, Republic of",Uzbekistan,The city of Marrakesh is in Morocco.,1,Marrakesh,Morocco,Morocco
It is the case both that the city of Asmara is in Jamaica and that the city of Al Ahmadi is in Kuwait.,0,"It is true that the city known as Asmara is geographically located within the territorial boundaries of the country called Jamaica, and simultaneously, it is also the case that the city identified as Al Ahmadi is situated within the national borders of the country known as Kuwait.",The city of Asmara is in Jamaica.,0,Asmara,Jamaica,Eritrea,The city of Al Ahmadi is in Kuwait.,1,Al Ahmadi,Kuwait,Kuwait
